Document,Question,Answer
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?","Yes, commu"
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN13LA461_87681_2_2_2025 10_20_34 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Mental sta
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Are skill-based errors contributing factors to this accident?,Skill-base
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN14FA004_88184_2_2_2025 10_20_17 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Yes
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The findin
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The inform
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN14FA122_88720_2_2_2025 10_20_08 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,There was 
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is perceptual error one of the contributing factors to this accident?,There is n
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN14FA286_89428_2_2_2025 10_19_40 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?","Yes, physi"
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The probab
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_CEN14FA369_89676_2_2_2025 10_19_38 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Physical e
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The findin
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN14LA415_89834_2_2_2025 10_19_33 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the a"
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN14LA418_89849_2_2_2025 10_19_48 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",There is n
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The pilot'
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,While toxi
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is routine violation one of the contributing factors to this accident?,There is n
Report_CEN14LA423_89862_2_2_2025 10_19_30 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN14LA487_90041_2_2_2025 10_13_16 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is routine violation one of the contributing factors to this accident?,The inform
Report_CEN15FA003_90204_2_2_2025 10_13_11 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Physical e
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Are tool or technology issues contributing factors to this accident?,Yes
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Mental sta
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Physical o
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN15FA126_90662_2_2_2025 10_12_53 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The inform
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The autops
Report_CEN15FA164_90830_2_2_2025 10_12_51 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
