Document,Question,Answer
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The inform
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN18FA182_97282_2_2_2025 10_02_35 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is routine violation one of the contributing factors to this accident?,The contri
Report_CEN18FA215_97427_2_2_2025 10_02_33 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is routine violation one of the contributing factors to this accident?,The contri
Report_CEN18FA391_98368_2_2_2025 10_02_16 AM.pdf,Is exceptional error one of the contributing factors to this accident?,There is n
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the a"
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN18LA026_96294_2_2_2025 10_03_09 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,The findin
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN19FA009_98512_2_2_2025 10_02_10 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,There is n
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No.
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The inform
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_CEN19FA020_98586_2_2_2025 10_02_03 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN19FA024_98592_2_2_2025 10_02_00 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, perso"
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, the p"
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN19FA095_99080_2_2_2025 10_01_07 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Physical o
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN19FA109_99185_2_2_2025 10_01_43 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",There is n
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN19FA160_99538_2_2_2025 10_01_20 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,There is n
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The contri
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Are skill-based errors contributing factors to this accident?,The invest
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is routine violation one of the contributing factors to this accident?,There is n
Report_CEN19FA185_99715_2_2_2025 10_01_13 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Mental sta
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The contri
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
