"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN20FA012","ACC","100475","2019-10-23T08:46:00Z","Hebbronville","Texas","United States","","N7189D, N74512","FALSE","DirectorBrief","2022-03-04T05:00:00Z","Fatal","2","1","0","The failure of the spotter helicopter pilot to maintain clearance from the gunner helicopter while maneuvering. Contributing to the accident were the effects from the pilot’s use of impairing drugs.","","27.372499","-98.633331","ROBINSON, Robinson","R22 Beta, R22","HELI,HELI","N/A","","FALSE,FALSE","1,1","","BUS,BUS","091,091","Destroyed,Substantial","VMC","South Texas Helicopters Inc,Smith Helicopters Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100475","12/20/2021 5:00:00 AM",
"ERA20FA012","ACC","100436","2019-10-17T15:38:00Z","New Salem","North Carolina","United States","","N167AG","FALSE","DirectorBrief","2022-04-21T04:00:00Z","Fatal","1","0","0","The pilot's inadequate visual lookout, which resulted in impact with a powerline.","","35.149166","-80.36222","Bell","206","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","Vertical Flight Technologies","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100436","4/12/2022 7:00:00 PM",
"CEN19FA276","ACC","100089","2019-08-19T18:34:00Z","Viroqua","Wisconsin","United States","","N634SC","FALSE","DirectorBrief","2021-01-28T05:00:00Z","Fatal","1","0","0","The noncertificated pilot's loss of control of the gyrocopter after a total loss of engine power due to seizure of the crankshaft bearings. Contributing to the accident were the insufficient maintenance of the engine and the pilot's lack of gyrocopter flight experience.","","43.582778","-90.914443","SHIRLEY CARL","SPORTCOPTER VORTEX","HELI","Y51","Viroqua Muni","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100089","1/8/2021 11:00:00 PM",
"WPR19FA188","ACC","99849","2019-07-15T14:26:00Z","Hayward","California","United States","","N144TG","FALSE","DirectorBrief","2021-10-20T04:00:00Z","Fatal","1","1","0","The pilots’ loss of control during a low altitude maneuver for undetermined reasons, which resulted in impact with terrain.","","37.655834","-122.12361","Robinson","R44","HELI","HWD","Hayward Executive","FALSE","1","","INST","091","Substantial","VMC","Pacific Helicopters LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99849","9/29/2021 11:00:00 AM",
"CEN19FA185","ACC","99715","2019-06-28T00:40:00Z","Brainerd","Minnesota","United States","","N11NM","FALSE","DirectorBrief","2020-11-19T05:00:00Z","Fatal","2","1","0","The pilot's spatial disorientation during an instrument approach in dark night instrument meteorological conditions, which resulted in a loss of control and subsequent impact with terrain.","","46.403331","-94.128334","AGUSTA","A109","HELI","BRD","Brainerd Lakes Rgnl","FALSE","2","NSCH","","135","Substantial","IMC","North Memorial Healthcare","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99715","10/16/2020 4:30:00 PM",
"WPR19FA175","ACC","99658","2019-06-17T17:30:00Z","Two Harbors","California","United States","","N7187D","FALSE","DirectorBrief","2021-10-20T04:00:00Z","Fatal","1","0","0","The pilot's continued visual flight into instrument meteorological conditions, which resulted in controlled flight into terrain.","","33.462776","-118.57472","Robinson","R44","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99658","10/1/2021 11:00:00 AM",
"ERA19FA191","ACC","99586","2019-06-10T13:40:00Z","New York","New York","United States","","N200BK","FALSE","DirectorBrief","2022-02-09T05:00:00Z","Fatal","1","0","0","The non-instrument-rated pilot’s decision to initiate the flight into marginal visual flight rules and instrument meteorological conditions, which resulted in spatial disorientation and a subsequent loss of control.","","40.761665","-73.981941","Agusta","A109","HELI","6N5","East 34Th Street","FALSE","2","","EXEC","091","Destroyed","IMC","N200bk Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99586","1/5/2022 5:00:00 AM",
"CEN19FA160","ACC","99538","2019-06-02T19:50:00Z","Cass","Arkansas","United States","","N41351","FALSE","DirectorBrief","2022-02-09T05:00:00Z","Fatal","3","1","0","A loss of engine power for reasons that could not be determined based on the available information.","","35.705276","-93.794998","Robinson","R44","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","D & C Aviation Llc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99538","11/9/2021 8:00:00 PM",
"WPR19FA148","ACC","99444","2019-05-17T10:34:00Z","Alpine","Utah","United States","","N744TW","FALSE","DirectorBrief","2021-10-15T04:00:00Z","Fatal","2","0","0","The noninstrument-rated pilot’s continued visual flight rules flight into instrument meteorological conditions, which resulted in spatial disorientation and subsequent loss of control. Contributing to the accident was hypoxia due to the high altitude at which the pilot chose to conduct the flight combined with the impairing effects of amphetamine use.","","40.502498","-111.74388","Robinson","R44","HELI","","","FALSE","1","","PERS","091","Substantial","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99444","9/8/2021 11:00:00 AM",
"ERA19FA163","ACC","99374","2019-05-04T12:11:00Z","Kent Island","Maryland","United States","","N572MD","FALSE","DirectorBrief","2020-12-03T05:00:00Z","Fatal","2","0","0","The noninstrument-rated pilot's continued visual flight into instrument meteorological conditions, which resulted in an inadvertent descent into the water. Contributing to the accident was the pilot's decision to conduct the flight at a low altitude without sufficient cues to aid in the perception of attitude and altitude.","","38.815834","-76.383056","Guimbal","CABRI","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","Monumental Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99374","9/22/2020 6:00:00 PM",
"WPR19FA123","ACC","99337","2019-04-29T09:10:00Z","Kailua","Hawaii","United States","","N808NV","FALSE","DirectorBrief","2021-05-27T04:00:00Z","Fatal","3","0","0","The helicopter’s encounter with a strong downdraft or outflow boundary while operating at a higher than recommended airspeed in turbulence which resulted in a low-G condition, excessive main rotor flapping, and an in-flight breakup when the main rotor contacted the cabin area.","","21.403333","-157.76445","ROBINSON","R44","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","Novictor Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99337","2/18/2021 1:00:00 PM",
"WPR19FA109","ACC","99264","2019-04-16T07:06:00Z","Fort McDowell","Arizona","United States","","N61PH","FALSE","DirectorBrief","2022-04-06T04:00:00Z","Fatal","2","0","0","The separation of the main rotor head from the mast as a result of a sudden displacement of the cyclic stick during a low-G maneuver, leading to mast bumping. Contributing to the accident were the unsecure positioning of the flight test engineer’s laptop computer and the deviation from standard operating procedures to leave the left seat cyclic control installed during the test flight.","","33.623611","-111.67555","Bell","206","HELI","","","FALSE","1","","FLTS","091","Destroyed","VMC","Van Horn Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99264","3/10/2022 12:00:00 PM",
"ERA19FA142","ACC","99224","2019-04-04T14:16:00Z","Tampa","Florida","United States","","N4046J","FALSE","DirectorBrief","2020-08-11T04:00:00Z","Fatal","1","1","0","Contamination of and an inadequate bond between the two layers of fabric comprising the helicopter engine's air induction inlet duct, which resulted a partial collapse of the duct, obstruction of the airflow into the engine, and a total loss of engine power.","","27.943332","-82.401947","ROBINSON","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99224","6/26/2020 7:01:00 PM",
"CEN19FA109","ACC","99185","2019-03-27T14:10:00Z","Montgomery","Texas","United States","","N818MC","FALSE","DirectorBrief","2022-02-09T05:00:00Z","Fatal","1","2","0","Maintenance personnel's failure to properly re-install and secure a fuel line, which resulted in a total loss of engine power.","","30.510278","-95.770835","Aerospatiale","AS350","HELI","","","FALSE","","","PUBF","PUBU","Substantial","VMC","Mountain Air Helicopters Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99185","12/17/2021 8:00:00 PM",
"CEN19FA095","ACC","99080","2019-03-10T12:03:00Z","Galliano","Louisiana","United States","","N577AL","FALSE","DirectorBrief","2020-11-19T05:00:00Z","Fatal","2","0","0","The pilot's loss of control during cruise flight as a result of spatial disorientation while operating the helicopter in close proximity to terrain in marginal meteorological conditions.","","29.422777","-90.178337","BELL","407","HELI","","","FALSE","1","NSCH","","135","Destroyed","IMC","BRISTOW US LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99080","10/9/2020 4:13:08 PM",
"WPR19FA091","ACC","99074","2019-03-08T08:05:00Z","Forks","Washington","United States","","N64RA","FALSE","DirectorBrief","2021-05-05T04:00:00Z","Fatal","1","0","0","A total loss of engine power due to the failure of the gas generator sealing disk as a result of the operator’s exceedance of the sealing disk life limits at too low an altitude for the pilot to accomplish a successful autorotation which resulted in the collision with terrain.","","48.101112","-124.095","BELL","UH1B","HELI","","","FALSE","1","","EXLD","133","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99074","2/1/2021 1:00:00 PM",
"ERA19FA118","ACC","99057","2019-03-05T12:10:00Z","Talking Rock","Georgia","United States","","N89ZC","FALSE","DirectorBrief","2020-11-19T05:00:00Z","Fatal","1","0","0","A fatigue failure of the overrunning clutch subassembly due to abnormal bending loads due to cracks on the center engine mount, which resulted in an inflight loss of power. Contributing to the accident was the helicopter's low altitude and airspeed when the loss of power occurred, which precluded the pilot from successfully performing an autorotation.","","34.533332","-84.522499","Hughes","369","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","Rotor Blade LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99057","11/19/2020 7:00:00 PM",
"CEN19FA072","ACC","98902","2019-01-29T07:50:00Z","Zaleski","Ohio","United States","AAR2001","N191SF","TRUE","Report","2020-06-10T04:00:00Z","Fatal","3","0","0","The NTSB determines that the probable cause of this accident was Survival Flight's inadequate management of safety, which normalized pilots' and operations control specialists' noncompliance with risk analysis procedures and resulted in the initiation of the flight without a comprehensive preflight weather evaluation, leading to the pilot's inadvertent encounter with instrument meteorological conditions, failure to maintain altitude, and subsequent collision with terrain. Contributing to the accident was the Federal Aviation Administration's inadequate oversight of the operator's risk management program and failure to require Title 14 Code of Federal Regulations Part 135 operators to establish safety management system programs.","","39.323333","-82.309448","Bell","407","HELI","","","FALSE","1","NSCH","","135","Destroyed","Unknown","VIKING AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98902","11/19/2019 7:00:00 PM",
"WPR19LA071","ACC","98851","2019-01-23T12:43:00Z","Ashland","Oregon","United States","","N8227J","FALSE","DirectorBrief","2022-05-19T04:00:00Z","Fatal","1","0","0","The pilot's decision to continue visual flight into deteriorating weather, which resulted in an encounter with instrument meteorological conditions and spatial disorientation leading to a loss of control.","","42.066665","-122.596389","Bell","206","HELI","OR99","Rogue Valley Medical Center","FALSE","1","","OWRK","091","Substantial","IMC","Erickson Helicopters Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98851","5/12/2022 11:00:00 AM",
"ERA19FA047","ACC","98646","2018-11-16T12:30:00Z","Verbena","Alabama","United States","","N510CP","FALSE","DirectorBrief","2020-12-03T05:00:00Z","Fatal","2","0","0","The pilot's improper decision to conduct a low-level flight over a river, and his failure to see and avoid power lines, which resulted in the helicopter's impact with power lines and the water.","","32.822223","-86.459167","BELL","OH 58C","HELI","","","FALSE","1","","POSI","091","Substantial","VMC","Columbus Police Department","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98646","10/9/2020 3:03:48 PM",
"CEN19FA024","ACC","98592","2018-11-03T23:47:00Z","Uvalde","Texas","United States","","N417WT","FALSE","DirectorBrief","2020-05-19T04:00:00Z","Fatal","3","0","0","The pilot's controlled flight into terrain during night visual meteorological conditions. Contributing to the accident was the pilot improper decision to inhibit the helicopter's terrain warning systems and flight at low altitude.","","29.368055","-99.923889","Bell","206","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","W T Byler Co Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98592","5/19/2020 2:02:00 PM",
"CEN19FA020","ACC","98586","2018-11-02T13:15:00Z","McDougal","Arkansas","United States","","N5187S","FALSE","DirectorBrief","2020-11-19T05:00:00Z","Fatal","1","0","2","The pilot's failure to maintain the helicopter's clearance from the powerline structure while hovering in gusty wind conditions, which resulted in an inadvertent collision with the structure and an uncontrolled descent into terrain.","","36.436668","-90.452499","Hughes","369","HELI","","","FALSE","1","","EXLD","133","Destroyed","VMC","Air2 LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98586","11/17/2020 2:00:00 PM",
"ERA19FA035","ACC","98576","2018-10-30T16:11:00Z","Beekmantown","New York","United States","","N372CA","FALSE","DirectorBrief","2020-04-20T04:00:00Z","Fatal","2","2","0","The pilot's failure to keep the helicopter clear of a utility pole while hovering with a tailwind, which resulted in a dynamic rollover into active power lines.","","44.744167","-73.439163","Aerospatiale","AS 355F2","HELI","","","FALSE","2","","EXLD","133","Destroyed","VMC","Catalyst Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98576","1/29/2020 5:07:00 PM",
"CEN19FA018","ACC","98568","2018-10-29T13:45:00Z","Odanah","Wisconsin","United States","","N910S","FALSE","DirectorBrief","2020-04-13T04:00:00Z","Fatal","1","0","0","The pilot's loss of helicopter control for undetermined reasons.","","46.527221","-90.6025","EUROCOPTER","AS350","HELI","","","FALSE","1","","AOBV","091","Destroyed","VMC","Enbridge Energy Co Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98568","2/28/2020 7:49:00 PM",
"CEN19FA009","ACC","98512","2018-10-17T14:21:00Z","Fulton","Missouri","United States","","N923SH","FALSE","DirectorBrief","2020-12-03T05:00:00Z","Fatal","1","0","0","A total loss of engine power due to carburetor icing, the pilot's delayed application of carburetor heat, and the pilot's delay in entering an autorotation following the loss of engine power, which resulted in a main rotor stall due to low rotor rpm and an uncontrolled descent into terrain.","","38.85889","-91.909446","Robinson","R22","HELI","","","FALSE","1","","INST","091","Destroyed","VMC","HeliSat LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98512","10/9/2020 4:13:08 PM",
"CEN18FA391","ACC","98368","2018-09-28T10:57:00Z","Gustavus","Alaska","United States","","N907PL","FALSE","DirectorBrief","2020-05-19T04:00:00Z","Fatal","3","1","0","The pilot's failure to maintain main rotor speed after setting the engine fuel control to idle, which resulted in a loss of helicopter control and impact with water.","","58.595275","-137.594451","AIRBUS HELICOPTERS INC","AS350","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98368","4/13/2020 12:40:00 PM",
"WPR18FA260","ACC","98287","2018-09-12T12:45:00Z","Billings","Montana","United States","","N166LC","FALSE","DirectorBrief","2020-08-11T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance with a hangar while maneuvering to his hangar. Contributing to the accident was the pilot's limited experience in helicopters.","","45","-108","ROBERT L Coons","RotorWay RW 1","HELI","KBIL","Billings Logan International","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98287","6/26/2020 7:26:00 PM",
"WPR18FA232","ACC","98120","2018-08-21T12:18:00Z","Granger","Texas","United States","","N530FU","FALSE","DirectorBrief","2020-08-11T04:00:00Z","Fatal","2","0","0","The failure of both pilots to see and avoid a power line while maneuvering at low altitude. Contributing to the accident was the flight instructor's decision to not follow the training syllabus and allow the low-level high-speed flight.","","30.69","-97.400558","HUGHES","369","HELI","GTU","Georgetown Muni","FALSE","1","","INST","091","Destroyed","VMC","Brunner Aerospace","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98120","7/22/2020 1:42:00 AM",
"ERA18FA187","ACC","97708","2018-07-08T16:33:00Z","Williamsburg","Virginia","United States","","N616HS","FALSE","DirectorBrief","2020-05-19T04:00:00Z","Fatal","2","0","0","The pilot's failure to safely operate the helicopter due to his impaired cognitive and physical abilities, which resulted in a loss of control.","","37.288333","-76.729446","Robinson","R44","HELI","JGG","Williamsburg-Jamestown","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97708","4/9/2020 2:51:00 AM",
"CEN18FA258","ACC","97704","2018-07-06T17:20:00Z","Arlington","Indiana","United States","","N96195","FALSE","DirectorBrief","2020-04-20T04:00:00Z","Fatal","1","0","0","The inflight separation of the upper transmission due to the thread failure of transmission housing attachment bolts, which were installed on the helicopter with thread damage from a prior installation.","","39.633056","-85.635833","Bell","47G","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","Central Indiana AG Services, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97704","3/17/2020 5:48:00 PM",
"WPR18FA188","ACC","97687","2018-07-04T21:14:00Z","Majuro","","United States","","N8648F","FALSE","DirectorBrief","2020-05-19T04:00:00Z","Fatal","2","0","0","The pilot's failure to maintain clearance above the surface of the ocean.","","7.110285","171.179718","Hughes","369","HELI","","","FALSE","1","","AOBV","091","Destroyed","VMC","Vertol Systems Co Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97687","4/21/2020 6:29:00 PM",
"ERA18LA183","ACC","97672","2018-06-30T12:55:00Z","Rio Grande","Puerto Rico","United States","","N10CV","FALSE","DirectorBrief","2020-05-19T04:00:00Z","Fatal","1","0","3","A total loss of engine power due to oil exhaustion, which resulted in an uncontrolled descent and hard landing.","","18.401945","-65.773612","Bell","206","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97672","4/21/2020 4:35:00 PM",
"CEN18FA244","ACC","97647","2018-06-29T20:10:00Z","Sterling City","Texas","United States","","N787SH","FALSE","DirectorBrief","2020-08-25T04:00:00Z","Fatal","1","0","0","A loss of control during the landing approach for reasons that could not be determined based on the available information.","","31.86","-101.086112","Robinson","R22","HELI","","","FALSE","1","","OWRK","091","Destroyed","VMC","Concho Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97647","7/31/2020 4:09:00 PM",
"CEN18FA215","ACC","97427","2018-06-09T12:29:00Z","Oshkosh","Wisconsin","United States","","N529DW","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Fatal","1","0","0","The pilot's decision to fly over the river at a low altitude and his failure to maintain clearance with wires during low-level flight.","","44.017223","-88.549446","ROBINSON HELICOPTER","R44","HELI","","","FALSE","1","NSCH","","135","Substantial","VMC","MF HELICOPTERS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97427","8/7/2019 4:11:00 PM",
"CEN18FA182","ACC","97282","2018-05-20T10:49:00Z","LULING","Louisiana","United States","","N362JS","FALSE","DirectorBrief","2020-04-20T04:00:00Z","Fatal","1","1","1","The pilot's failure to maintain clearance from the powerline structure while hovering, which resulted in an inadvertent collision with the structure and an uncontrolled descent into terrain.","","29.879167","-90.40361","MD HELICOPTER INC","369D","HELI","","","FALSE","1","","EXLD","133","Destroyed","VMC","AIR2, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97282","3/17/2020 4:58:00 PM",
"CEN18FA149","ACC","97118","2018-04-26T22:50:00Z","Hazelhurst","Wisconsin","United States","","N127LN","FALSE","DirectorBrief","2020-09-23T04:00:00Z","Fatal","3","0","0","The pilot's loss of helicopter control as a result of fatigue during cruise flight at night.","","45.754444","-89.695831","EUROCOPTER","AS 350 B2","HELI","","","FALSE","1","","POSI","091","Destroyed","VMC","AIR METHODS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=97118","8/25/2020 4:21:00 PM",
"ERA18FA122","ACC","96999","2018-04-08T17:11:00Z","Smethport","Pennsylvania","United States","","N602BP","FALSE","DirectorBrief","2019-12-16T05:00:00Z","Fatal","2","1","0","The helicopter pilot's failure to maintain adequate clearance during power line construction work, which resulted in the helicopter's main rotor striking and becoming entangled with a wire and a subsequent dynamic rollover and collision with terrain. Contributing to the accident was the pilot's and linemen's decision to continue work without a secondary safety device installed, which was contrary to standard operating procedures.","","41.828334","-78.419441","MD HELICOPTER","600","HELI","","","FALSE","1","","OWRK","133","Destroyed","VMC","High Line Helicopters, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96999","11/4/2019 12:21:00 PM",
"ERA18MA099","ACC","96850","2018-03-11T19:08:00Z","New York","New York","United States","AAR1904","N350LH","TRUE","Report","2020-01-21T05:00:00Z","Fatal","5","0","1","Liberty Helicopters Inc.'s use of a NYONair-provided passenger harness/tether system, which caught on and activated the floor-mounted engine fuel shutoff lever and resulted in the in-flight loss of engine power and the subsequent ditching. Contributing to this accident were (1) Liberty's and NYONair's deficient safety management, which did not adequately mitigate foreseeable risks associated with the harness/tether system interfering with the floor-mounted controls and hindering passenger egress; (2) Liberty allowing NYONair to influence the operational control of Liberty's FlyNYON flights; and (3) the Federal Aviation Administration's inadequate oversight of Title 14 Code of Federal Regulations Part 91 revenue passenger-carrying operations. Contributing to the severity of the accident were (1) the rapid capsizing of the helicopter due to partial inflation of the emergency flotation system and (2) Liberty and NYONair's use of the harness/tether system that hindered passenger egress.","","40.775554","-73.940002","AMERICAN EUROCOPTER CORP","AS350B2","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","LIBERTY HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96850","9/25/2019 12:15:00 PM",
"WPR18MA087","ACC","96722","2018-02-10T18:19:00Z","Peach Springs","Arizona","United States","","N155GC","FALSE","DirectorBrief","2021-01-14T05:00:00Z","Fatal","5","2","0","A loss of tail rotor effectiveness, the pilot’s subsequent loss of helicopter control, and collision with terrain during an approach to land in gusting, tailwind conditions in an area of potential downdrafts and turbulence.","","35.967224","-113.76889","EUROCOPTER","EC130","HELI","QMB","PRIV","FALSE","1","NSCH","","135","Destroyed","VMC","Papillon Airways, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96722","12/16/2020 4:00:00 PM",
"WPR18FA077","ACC","96678","2018-01-30T14:50:00Z","Newport Beach","California","United States","","N7530R","FALSE","DirectorBrief","2020-04-08T04:00:00Z","Fatal","3","1","1","The pilot's failure to perform weight and balance calculations before departing on the flight, which resulted in his operation of the helicopter outside of its published weight and balance limitations and a subsequent loss of control shortly after takeoff.","","33.654167","-117.871391","ROBINSON HELICOPTER","R44","HELI","SNA","JOHN WAYNE AIRPORT-ORANGE COUN","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96678","12/10/2019 5:04:00 PM",
"WPR18FA074","ACC","96661","2018-01-27T16:34:00Z","Pomeroy","Washington","United States","","N369TH","FALSE","DirectorBrief","2019-07-08T04:00:00Z","Fatal","1","2","0","A loss of control following the gunner's failure to ensure that the net maintained clearance from the tail rotor.","","46.604999","-117.669723","HUGHES","369D","HELI","","","FALSE","","","OWRK","091","Substantial","VMC","Kiwi Air","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96661","5/2/2019 11:43:00 AM",
"CEN18FA078","ACC","96626","2018-01-17T19:00:00Z","Raton","New Mexico","United States","","N658H","FALSE","DirectorBrief","2019-07-08T04:00:00Z","Fatal","5","1","0","The pilot's failure to maintain adequate altitude above mountainous terrain during cruise flight in dark night conditions, which resulted in controlled flight into terrain.","","36.704444","-104.286666","BELL","UH-1H","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","SAPPHIRE AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96626","5/15/2019 8:51:00 PM",
"CEN18FA074","ACC","96607","2018-01-15T12:36:00Z","Perrysburg","Ohio","United States","","N4QX","FALSE","DirectorBrief","2019-09-10T04:00:00Z","Fatal","2","0","0","A loss of engine power due to snow or ice ingestion at an altitude that was insufficient to allow for engine re-ignition. Contributing to the accident were conditions, including altitude and flat light conditions, that precluded a successful autorotation to the field.","","41.501667","-83.445274","MD HELICOPTERS INC","369HM","HELI","","","FALSE","1","","AOBV","091","Substantial","IMC","VISTA One INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96607","6/25/2019 5:02:00 PM",
"CEN18FA035","ACC","96350","2017-11-20T16:05:00Z","Electra","Texas","United States","","N4179M","FALSE","DirectorBrief","2018-10-10T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance from powerlines while maneuvering at low altitude.","","34.002498","-98.900833","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","Carmichael Helicopter Service LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96350","9/23/2018 7:45:00 PM",
"CEN18FA033","ACC","96342","2017-11-19T19:55:00Z","Stuttgart","Arkansas","United States","","N620PA","FALSE","DirectorBrief","2018-11-05T05:00:00Z","Fatal","3","0","0","An in-flight loss of control due to bird strikes.","","34.284442","-91.543891","BELL HELICOPTER TEXTRON CANADA","407","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","AIR METHODS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96342","10/2/2018 2:40:00 PM",
"CEN18LA026","ACC","96294","2017-11-07T10:34:00Z","Sulphur","Louisiana","United States","","N138WH","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Fatal","2","0","0","The pilot's failure to maintain adequate separation between a long line being used to hoist linemen from a shield wire during an external load flight, which resulted in the long line being severed.","","30.281944","-93.384445","HUGHES","369D","HELI","","","FALSE","1","","EXLD","133","None","VMC","Winco, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96294","8/7/2019 4:18:00 PM",
"WPR18FA016","ACC","96242","2017-10-24T13:15:00Z","Arlington","Washington","United States","","N8537J","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Fatal","1","0","1","The pilot's failure to maintain adequate clearance from the water while maneuvering at low altitude.","","48.147777","-122.01667","ROBINSON","R22","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96242","7/25/2019 6:46:00 PM",
"WPR18LA010","ACC","96202","2017-10-16T19:18:00Z","Molokai","Hawaii","United States","","N820DF","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Fatal","2","0","0","A descent and subsequent impact with open ocean waters for reasons that could not be determined based on the available information.","","21.222778","-157.153335","ROBINSON HELICOPTER","R44","HELI","","","FALSE","1","","INST","091","Destroyed","IMC","Mauna Loa Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96202","8/29/2019 1:43:00 PM",
"CEN18FA001","ACC","96118","2017-10-01T14:47:00Z","Midland","Michigan","United States","","N2284U","FALSE","DirectorBrief","2019-07-08T04:00:00Z","Fatal","1","0","1","The pilot's failure to maintain control of the helicopter, which resulted in a loss of tail rotor effectiveness, and his failure to promptly initiate the proper recovery technique, which resulted in a descent that could not be arrested before impacting the terrain.","","43.623889","-84.470558","BRANTLY","B 2B","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"CEN17FA355","ACC","96024","2017-09-16T16:35:00Z","Ancho","New Mexico","United States","","N213TV","FALSE","DirectorBrief","2019-07-08T04:00:00Z","Fatal","1","0","0","The pilot's distraction by a cell phone during a low-altitude flight, which resulted in controlled flight into terrain.","","33.911945","-105.526947","BELL","206L 3","HELI","","","FALSE","1","","BUS","091","Destroyed","VMC","WQRE News 13","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=96024","5/13/2019 1:59:00 PM",
